winning_img_merchant,contactid,asin,is_index_suppressed,has_leaf_node,has_keywords,bullet_point_count,qty_website_images,has_description,idq_grade,reporting_country
3.92294E+11,0033g00000xeOmMAAU,B09MFPBJHZ,0,1,1,0,7,0,C,MY
72203523702,0031R00001vHqUXQA0,B08GJRPKY8,0,0,1,0,7,0,E,SG
2.18978E+11,0033g000008le6jAAA,B08KGJ6511,0,0,1,4,7,1,B,MY
1.60913E+11,0031R00002HBwMkQAL,B09QH3QB32,0,1,0,4,4,1,B,MY
4.28277E+11,0033g000014jDdsAAE,B09R9RFNYX,0,0,1,3,2,1,D,PH
27905889915,0031R000025cOW3QAM,B07X6CTFLG,0,0,1,5,6,1,B,SG
2.19687E+11,0033g000008YHiLAAW,B098P87K1Y,0,0,1,5,1,1,B,MY
58684337502,0033g00000Di3TFAAZ,B08K52GPS9,0,0,1,5,8,1,B,PH
1.60913E+11,0031R00002HBwMkQAL,B09N3FQWZG,0,1,0,4,5,1,B,MY
1.33097E+11,0031R00002DXgv2QAD,B098T3VB7S,1,1,1,6,7,1,F,SG
1.49689E+11,0031R00002F2MgvQAF,B08NJLJYL4,0,1,1,0,8,1,B,SG
6570594605,0031R000025unNkQAI,B094K1K3D9,0,0,1,4,6,1,B,SG
1460859191,0033g00000uSzhzAAC,B09F9X9T1V,0,1,1,0,6,1,B,MY
987541101,0033g000015Pw5uAAC,B09J58NPPT,0,1,0,3,7,1,C,SG
46722169502,0033600001nxhBGAAY,B08TSZF9P4,0,1,1,3,9,0,C,SG
19967717002,0031R00002AhvYmQAJ,B09LSQSZ8J,0,1,0,0,7,1,B,SG
1.06357E+11,0031R000024uLEPQA2,B09HCYM318,0,1,1,0,9,1,B,MY
49850403302,0033600001hgA9pAAE,B09NYKDF5P,0,0,1,4,4,1,B,SG
45456307502,0033600001dSSmYAAW,B0822G8GYQ,0,1,1,1,2,1,B,MY
1.19105E+11,0033g000008YYDYAA4,B09MWNNX6S,1,0,0,0,9,0,E,SG
53165672202,0033600001jlwZGAAY,B091DVM164,0,0,1,5,9,1,B,SG
4.325E+11,0033g000015Ob9VAAS,B09S4QFTDL,0,1,0,5,2,1,B,ID
44996311902,0033600001csTcWAAU,B094XMMNRJ,0,1,1,0,1,1,C,SG
53165672202,0033600001jlwZGAAY,B09NN1PFSH,0,0,0,0,1,1,E,SG
27905889915,0031R000025cOW3QAM,B07X39NDQ6,0,0,1,5,8,1,B,SG
46916098402,0033600001f2Kl6AAE,B08ZSSKF1T,0,1,1,0,1,1,C,SG
1.08437E+11,0031R000027eyRWQAY,B07RTPS46T,0,0,1,5,9,1,B,PH
1460859191,0033g00000uSzhzAAC,B09K5KQCF2,0,1,1,0,8,1,B,MY
2.80757E+11,0033g00000GApHHAA1,B09R1KMGTH,0,1,1,0,2,0,B,PH
53165672202,0033600001jlwZGAAY,B0899DRG7M,0,0,1,5,8,1,B,SG
4.01438E+11,0033g00000zqSXcAAM,B09P6JV7GY,1,1,1,5,7,1,F,SG
1.87078E+11,0033g00000701mQAAQ,B09CGCKGB2,0,0,1,5,7,1,B,MY
23922994502,0031R00001wVAmtQAG,B07KHZ77CQ,0,1,1,5,6,0,B,SG
9709436905,0033g000007vfY8AAI,B08MKYWKXW,1,0,1,0,6,0,F,SG
1.94755E+11,0033g0000086mHMAAY,B08BS39LQD,1,1,1,5,1,1,F,SG
33593517015,0033g000009h00hAAA,B094D34L84,0,0,1,5,9,1,B,SG
1.67664E+11,0033g000005DOUmAAO,B08KRPR7TQ,1,0,1,0,8,0,F,SG
53165672202,0033600001jlwZGAAY,B09CY4R377,0,0,1,5,8,1,B,SG
1.41877E+11,0031R00002DyCc3QAF,B082523WZB,0,0,1,5,7,1,C,MY
1.36389E+11,0033g000014hC7TAAU,B09PGKFJPS,0,1,1,0,1,1,E,SG
1.90956E+11,0033g000007fQihAAE,B08FWRC5BC,1,1,1,0,4,0,F,SG
61090433302,0033600001pmgW6AAI,B07P53VH5N,0,0,1,5,6,0,D,SG
47758839502,0033600001fUdnBAAS,B07RQH8FLT,0,1,1,0,8,1,B,ID
1.80354E+11,0033g000005VjcgAAC,B0825F77S7,0,0,1,9,5,0,B,MY
8761725915,0033g00000DDEgJAAX,B09CTHD6LT,0,0,1,0,9,1,D,SG
1.06357E+11,0031R000024uLEPQA2,B09HCXR9K8,0,0,1,5,7,1,B,MY
48448232505,0031R000023AVSXQA4,B07S753GLS,0,0,1,0,9,0,E,SG
1.07907E+11,0033g000007D3L9AAK,B08D67T7TQ,0,0,1,5,7,1,B,KH
9709436905,0033g000007vfY8AAI,B08MKGKYSN,1,0,1,0,6,0,F,SG
1.90956E+11,0033g000007fQihAAE,B08FSS8447,0,0,1,4,7,1,B,SG
1122136496,0033g000005zBycAAE,B09HZ315RV,0,0,1,5,9,1,B,MY
1.22193E+11,0031R00002D47lYQAR,B07YQD54YN,0,1,1,5,9,0,B,MY
2.36731E+11,0033g000009msXzAAI,B093YFSTJQ,0,1,1,6,6,0,B,PH
1.86021E+11,0033g00000DCJVPAA5,B09FFGC957,0,0,1,5,6,1,B,MY
2.77799E+11,0033g00000Fo8K3AAJ,B08QVSQHRC,0,0,1,5,6,1,B,MY
2.0174E+11,0033g0000087tJbAAI,B08ZS6MX9Q,0,1,1,5,1,0,C,SG
71901583202,0031R00001uOHeaQAG,B09HBTRCXP,0,1,1,0,6,1,B,SG
19967717002,0031R00002AhvYmQAJ,B09MS1FG9X,0,1,0,0,9,1,B,SG
39977842705,0031R000020CZ2wQAG,B09PWM91FW,0,1,0,5,2,1,B,SG
1.93474E+11,0033g0000088SncAAE,B08F54HH43,0,0,1,0,9,0,E,PH
1.53174E+11,0031R00002H8io0QAB,B091KN8NRW,0,1,1,3,2,1,B,SG
44920116702,0033g00000wI78KAAS,B07S1P1ZTF,0,1,1,0,7,0,C,SG
3.92294E+11,0033g00000xeOmMAAU,B09P57WVNT,0,1,0,0,7,0,E,MY
1.77868E+11,0033g000005TI1CAAW,B09NYN94LR,0,1,0,0,6,1,B,PH
15814974802,0033600001BCQTxAAP,B0894WNZ5H,0,1,1,0,1,1,C,SG
2.37484E+11,0033g000009f5UiAAI,B08TGBVFTJ,0,0,1,5,6,1,C,SG
1.60913E+11,0031R00002HBwMkQAL,B09QH3P2PV,0,1,0,4,6,1,B,MY
76170752702,0031R00001vfD7LQAU,B07NYBD76Y,0,1,1,5,1,1,B,SG
1319464961,0033g0000096lguAAA,B09NW2B243,0,1,1,5,1,1,B,SG
1.62553E+11,0033g00000CvaAlAAJ,B08HKNF8L1,0,1,1,5,1,1,B,SG
48964527002,0033g000015ntQzAAI,B09SD6WMNX,0,1,1,0,2,1,C,ID
33701273402,0033600001kXs8gAAC,B09LM3JTB9,0,1,0,5,7,0,C,MY
2.37807E+11,0033g000009fSzrAAE,B09BGKZVYT,0,0,0,0,1,1,E,SG
1.32353E+11,0031R00002BZbdvQAD,B08FM3YSSV,0,1,1,5,2,0,B,KH
1.06357E+11,0031R000024uLEPQA2,B09HCYNXW7,0,1,1,0,6,1,B,MY
82744094502,0031R00001x6KIaQAM,B08C2SVM5Q,0,0,1,5,8,0,B,ID
54974271002,0031R00001z8YHqQAM,B08CTD9XDC,0,1,1,1,5,1,B,SG
1.49689E+11,0031R00002F2MgvQAF,B08F7VPX6V,0,0,1,5,8,1,B,SG
48964527002,0033g000015ntQzAAI,B09SD7ZKH5,0,1,1,0,2,1,C,ID
56448237,0033g00000zUIDMAA4,B09QWDFPWN,0,1,0,8,7,1,B,SG
2.40735E+11,0033g00000CcrxNAAR,B091SNRQXF,0,0,0,5,6,1,D,SG
15814974802,0033600001BCQTxAAP,B08DFPBJDL,0,1,1,1,9,1,B,SG
1.27522E+11,0031R00002AiZ5WQAV,B0927WSYYV,0,1,1,0,6,1,B,SG
2.21484E+11,0033g00000zrF3DAAU,B09NRMJGQ9,0,0,1,5,9,1,B,MY
98106914102,0031R00001yWy4yQAC,B08P47CCBP,0,0,1,5,8,1,C,SG
51271780602,0033600001j2vAlAAI,B0868V7P14,1,1,1,5,6,1,F,SG
99859214002,0031R000024vDaRQAU,B07VC7G9PG,1,1,1,5,9,1,F,SG
44996311902,0033600001csTcWAAU,B09NXJJR3T,0,1,1,0,8,1,B,SG
1.20685E+11,0033g0000096qQRAAY,B08TMPV9KK,1,0,1,0,1,0,F,PH
2.36731E+11,0033g000009msXzAAI,B093YFNWF8,0,1,1,6,6,0,B,PH
1.60913E+11,0031R00002HBwMkQAL,B09NLGLNTT,0,1,0,4,5,1,B,MY
43616068802,0033600001c4KpUAAU,B07Q1KM3LF,1,1,1,5,7,1,F,SG
49850403302,0033600001hgA9pAAE,B09CHBRF99,0,1,0,3,8,1,C,SG
2.38912E+11,0033g000009gfagAAA,B08SC6LX4B,0,1,1,0,7,1,B,MY
4.01464E+11,0033g00000zt52gAAA,B09TD99W8R,0,1,1,0,6,1,B,SG
3.76831E+11,0033g00000ufoyuAAA,B09MVZTTT1,0,0,0,5,5,1,D,ID
1.45554E+11,0031R00002EjqWcQAJ,B08DTRGHF9,0,1,1,5,3,0,B,MY
76170752702,0031R00001vfD7LQAU,B07P2GMVR3,0,1,1,5,1,1,B,SG
1.90956E+11,0033g000007fQihAAE,B08FT458CC,0,0,1,4,6,1,B,SG
1742036661,0033g00000Jf3slAAB,B08S72VS43,0,0,1,0,7,1,D,SG
76170752702,0031R00001vfD7LQAU,B07NYHLM66,0,1,1,5,1,1,B,SG
1.49689E+11,0031R00002F2MgvQAF,B08NJLTRKK,0,0,1,5,8,1,B,SG
48964527002,0033g000015ntQzAAI,B09SD67Q3Z,0,1,1,2,2,1,B,ID
76735461502,0031R000021kh9yQAA,B07TF64R2S,0,1,1,3,2,1,B,SG
3.6612E+11,0033g00000sIOsZAAW,B09M69WKZ5,1,1,0,0,4,0,F,SG
1.45554E+11,0031R00002EjqWcQAJ,B094349LST,0,1,1,0,1,0,E,MY
52529719102,0033g000008YU8tAAG,B08DFYFSM5,0,1,1,5,3,1,F,SG
64666887402,0033600001rzD2XAAU,B09SG19S6F,0,1,1,5,4,0,B,SG
2.98487E+11,0033g00000MoVORAA3,B09NF9JQSC,0,1,0,5,5,0,D,MY
2.24606E+11,0033g00000971d0AAA,B0922N8QLG,0,1,1,5,1,1,B,SG
1.67664E+11,0033g000005DOUmAAO,B08KRZ8MDR,1,0,1,0,8,0,F,SG
309984591,0033g00000sjqoXAAQ,B09BLSVJTR,0,0,1,5,9,1,B,SG
1.45554E+11,0031R00002EjqWcQAJ,B095H3HXSF,0,1,1,0,1,0,E,MY
2.40923E+11,0033g00000Cd31LAAR,B09DWRSL1R,0,1,1,0,6,1,B,SG
29692699802,0033g000014CuzxAAC,B09PYGB9ZR,0,0,1,8,6,1,C,SG
82744094502,0031R00001x6KIaQAM,B08C2T11FZ,0,0,1,5,8,0,B,ID
1.77868E+11,0033g000005TI1CAAW,B095XJ9KWW,1,1,0,0,6,0,F,PH
1.62553E+11,0033g00000CvaAlAAJ,B08HKTC94P,0,1,1,5,1,1,B,SG
14749113425,0033g00000yUoLcAAK,B07L5NZKDC,0,0,1,0,6,1,C,SG
3.89308E+11,0033g00000xb7Q7AAI,B09LXKB473,0,1,1,4,1,1,B,SG
1.1105E+11,0031R000026i1SjQAI,B07TH1FC61,0,0,1,5,9,1,B,SG
1.53174E+11,0031R00002Fi5XZQAZ,B08GJV4Q1Y,0,0,1,4,1,1,D,SG
1.9092E+11,0033g00000CfENZAA3,B08JKP6J2T,0,0,1,5,7,1,B,SG
2.77799E+11,0033g00000Fo8K3AAJ,B08QVWR9YN,0,0,1,5,6,1,B,MY
987541101,0033g000015Pw5uAAC,B09J58NSVT,0,1,0,3,7,1,C,SG
1.27522E+11,0031R00002AiZ5WQAV,B0927WG7Q3,0,1,1,0,7,1,B,SG
2.37807E+11,0033g000009fSzrAAE,B09B26LQ5R,0,1,0,0,1,1,D,SG
1.36389E+11,0033g000014hC7TAAU,B09PGLVLLL,0,1,1,0,1,1,E,SG
4.28277E+11,0033g000014jDdsAAE,B09QXHFTXH,0,1,1,3,2,1,B,PH
1.9312E+11,0033g000007w645AAA,B08FGC2RGK,0,0,1,5,7,1,B,SG
1.9312E+11,0033g000007w645AAA,B08FGCZJD5,0,0,1,5,7,1,B,SG
3.6612E+11,0033g00000sIOsZAAW,B09M5XLTY7,1,1,0,0,4,0,F,SG
3.89308E+11,0033g00000xb7Q7AAI,B09LXSB1M6,0,1,1,0,1,1,C,SG
1.87753E+11,0033g000007EV39AAG,B08CDYVNSX,0,1,1,1,6,1,B,ID
1.43398E+11,0031R00002E0EzvQAF,B09CCSQ99M,1,1,1,0,9,0,F,SG
1.9312E+11,0033g000007w645AAA,B08FGDJ751,0,0,1,5,7,1,B,SG
7537720435,0033g000007uqbXAAQ,B08JVGJPX1,1,0,1,5,7,1,F,SG
1.90956E+11,0033g000007fQihAAE,B08FTJ3M8Z,0,0,1,4,5,1,B,SG
1.87782E+11,0033g00000xJA7tAAG,B09JGNTZPC,0,0,1,0,7,0,E,MY
9709436905,0033g000007vfY8AAI,B08MKW1WZH,1,1,1,5,6,0,F,SG
1.49689E+11,0031R00002F2MgvQAF,B08NJPLGZL,0,1,1,0,9,1,B,SG
3.90015E+11,0033g00000xby7tAAA,B09N275P8C,0,0,0,0,9,0,E,SG
1.45554E+11,0031R00002EjqWcQAJ,B0856YSHYQ,1,1,1,5,6,1,F,MY
59048194602,0033600001onwJyAAI,B07PWY3T3P,1,1,1,5,9,1,F,SG
1460859191,0033g00000uSA8aAAG,B09F9YYZWW,0,1,1,5,9,0,B,MY
1.90956E+11,0033g000007fQihAAE,B08F9YCVJZ,0,0,1,3,9,1,D,SG
66467901802,0033600001t4A5uAAE,B08CV3LMVF,0,1,0,5,8,1,B,SG
2.36731E+11,0033g000009msXzAAI,B093YG14KJ,0,1,1,0,5,1,B,PH
3.6612E+11,0033g00000sIOsZAAW,B09M5V9ZV2,1,1,0,0,4,0,F,SG
1.27522E+11,0031R00002AiZ5WQAV,B0927WYCMV,0,1,1,0,6,1,B,SG
1.60913E+11,0031R00002HBwMkQAL,B09QJ4RB3G,0,1,1,1,6,1,B,MY
53165672202,0033600001jlwZGAAY,B09NN19KK8,0,0,0,0,1,1,E,SG
1.32353E+11,0031R00002BZbdvQAD,B08FKY3R9C,0,1,1,5,2,0,B,KH
1.0314E+11,0031R000024DfwBQAS,B085SVKF1B,0,0,1,5,10,1,B,ID
1.38951E+11,0031R00002D3mnLQAR,B08ZS6JPYL,0,1,1,0,4,0,C,SG
2.161E+11,0033g000008V3dSAAS,B09H63R7S3,0,1,1,5,5,0,B,SG
2.20987E+11,0033g00000J4oDZAAZ,B08TLRJ6L1,1,1,1,5,5,1,F,SG
3.70056E+11,0033g00000u0H1AAAU,B09MR1K67W,0,0,1,0,9,1,D,SG
2.60118E+11,0033g00000DYiHKAA1,B08NGTCKFL,0,0,1,5,4,1,C,SG
43616068802,0033600001c4KpUAAU,B07JVXRJHV,0,1,1,0,2,1,C,SG
2.0174E+11,0033g0000087tJbAAI,B0953CCPL1,0,0,1,0,9,0,E,SG
3.56002E+11,0033g00000rAuwDAAS,B09TGRR9L3,0,1,1,0,3,1,B,MY
3.90769E+11,0033g00000xclvuAAA,B09SD6KSYQ,0,1,1,2,2,1,B,ID
1.20334E+11,0031R000028MppTQAS,B08LL72ZF6,0,1,1,1,5,1,B,MY
1.94728E+11,0033g0000086jWAAAY,B08BWP3SJF,1,1,1,5,6,1,F,SG
3.7778E+11,0033g00000vgzypAAA,B09KKMDCML,0,1,1,3,8,0,C,MY
4.28277E+11,0033g000014jDdsAAE,B09R4N778P,0,1,1,3,1,0,C,PH
58276953402,0031R00001vd1ilQAA,B083CVWBWJ,1,1,1,0,8,1,F,MY
48853944202,0031R000020coNRQAY,B07Z87RV9X,1,1,1,5,5,1,F,SG
1.45554E+11,0031R00002EjqWcQAJ,B08DRD7H7Y,1,1,1,0,2,0,F,MY
1811943221,0033g000009gPBLAA2,B08GS4MVW1,1,1,0,0,8,0,F,SG
1.32353E+11,0031R00002BZbdvQAD,B0824RTB55,0,1,1,5,5,0,B,KH
40203513105,0031R000021Asv0QAC,B096RKWLSH,0,0,1,5,9,1,B,SG
1.27532E+11,0033g00000VQKxnAAH,B09B7XT4B6,0,1,1,5,9,0,B,SG
78543488702,0031R00001w4JVBQA2,B09L72FQ41,0,1,1,5,2,0,B,PH
1.0314E+11,0031R000024DfwBQAS,B09TG7XK22,0,1,1,4,1,1,B,ID
1.80354E+11,0033g000005VjcgAAC,B08NXVCYZT,0,0,1,9,5,0,B,MY
1319464961,0033g0000096lguAAA,B09NW3H7D4,0,1,1,5,1,1,B,SG
1.9312E+11,0033g000007w645AAA,B08FGDJSWF,0,0,1,5,7,1,B,SG
2.36731E+11,0033g000009msXzAAI,B08XBFFTBF,0,1,1,0,6,1,C,PH
1882002441,0033g000007em8JAAQ,B09H65QKH2,1,1,1,5,9,1,F,SG
4.325E+11,0033g000015Ob9VAAS,B09S3ZZVRV,0,1,0,5,2,1,B,ID
1.03333E+11,0031R000024EG24QAG,B08JYN7781,0,0,1,5,9,1,B,SG
4.325E+11,0033g000015Ob9VAAS,B09S4PL2NV,0,1,0,5,2,1,B,ID
1.60913E+11,0031R00002HBwMkQAL,B09MR2HF9F,0,0,1,4,5,1,B,MY
15814974802,0033600001BCQTxAAP,B08DFS5W18,0,1,1,1,9,1,B,SG
4.325E+11,0033g000015Ob9VAAS,B09TX3ZPJ3,0,1,0,5,2,1,B,ID
1.80354E+11,0033g000005VjcgAAC,B08DRC5W3D,0,0,1,8,4,0,B,MY
23922994502,0031R00001wVAmtQAG,B07L2QMVNJ,0,1,1,5,4,0,B,SG
48964527002,0033g000015ntQzAAI,B09SDKBGRZ,0,1,1,0,3,1,B,ID
1.33097E+11,0031R00002DXgv2QAD,B097KGYYPY,0,1,0,0,7,1,C,SG
1.19141E+11,0033g00000FVMa9AAH,B07YDCD494,1,1,1,5,5,1,F,SG
3.10102E+11,0033g00000VRid5AAD,B0968LZWX4,0,1,1,1,9,1,B,SG
45576130412,0031R000028NcDDQA0,B084X3T67D,0,0,1,5,9,1,B,SG
1.45554E+11,0031R00002EjqWcQAJ,B095GTYTJ7,0,1,1,0,3,0,D,MY
2.19051E+11,0033g000008XaBBAA0,B099L68QHJ,0,1,0,0,1,0,E,SG
43083548802,0033g00000uSIF1AAO,B0866RC4BK,1,1,1,5,7,1,F,MY
1.62553E+11,0033g00000CvaAlAAJ,B08HKTLRDX,0,1,1,5,1,1,B,SG
53165672202,0033600001jlwZGAAY,B09TB6JHND,0,0,1,0,1,1,E,SG
33593517015,0033g000009h00hAAA,B094D3XRHH,0,0,1,5,9,1,B,SG
44996311902,0033600001csTcWAAU,B094NZFKX1,0,1,1,0,7,1,B,SG
4.28277E+11,0033g000014jDdsAAE,B09R6SC92F,0,0,1,3,2,1,D,PH
64666887402,0033600001rzD2XAAU,B08KBLNPGZ,0,0,1,5,4,1,B,SG
53165672202,0033600001jlwZGAAY,B09BYW2WF3,0,1,0,0,1,1,D,SG
53165672202,0033600001jlwZGAAY,B09NMZDGXB,0,1,0,0,9,1,C,SG
1.9092E+11,0033g00000CfENZAA3,B08JKNZ9ZT,0,0,1,5,8,1,B,SG
34506860802,0033600001UCUiQAAX,B093PTGSM7,0,1,1,5,7,0,B,SG
3.76831E+11,0033g00000ufoyuAAA,B09NM217Y5,0,0,1,5,8,1,B,ID
1.36389E+11,0033g000014hC7TAAU,B09PGHWVMF,1,1,1,0,1,1,F,SG
2.45897E+11,0033g00000CwWyiAAF,B08RX9YGFS,0,1,1,0,7,1,B,SG
1.62553E+11,0033g00000CvaAlAAJ,B08HKP21NH,0,1,1,5,1,1,B,SG
1.00488E+11,0033600000XnRFrAAN,B091KVQMXV,1,1,1,5,9,1,F,SG
1.07167E+11,0031R000024wet9QAA,B08GS96SYH,0,0,1,0,9,0,E,SG
1742036661,0033g00000Jf3slAAB,B08S6MF3RC,0,0,1,0,7,1,D,SG
27057418722,0033g000008Wv84AAC,B09P4M3HK4,0,1,1,0,3,1,B,SG
77188992402,0031R00001w1kWBQAY,B07QMQHPQS,0,0,1,0,5,0,E,MY
27905889915,0031R000025cOW3QAM,B07X7CK1YZ,0,0,1,5,6,1,B,SG
2.21005E+11,0033g000008mnB3AAI,B08FRM4CDS,0,1,1,0,1,1,C,SG
77188992402,0031R00001w1kWBQAY,B07TV8FWR4,0,0,1,5,4,1,B,MY
76170752702,0031R00001vfD7LQAU,B07NX8P4ZN,0,1,1,5,1,1,B,SG
2.25471E+11,0033g0000097teDAAQ,B098M7Z9PK,0,0,1,5,9,1,B,SG
4.325E+11,0033g000015Ob9VAAS,B09S3ZX288,0,1,0,5,2,1,B,ID
1460859191,0033g00000uSzhzAAC,B09F9WCWN4,0,1,1,0,8,1,B,MY
53165672202,0033600001jlwZGAAY,B09NN1HQKD,0,0,0,0,1,1,E,SG
64666887402,0033600001rzD2XAAU,B08KGYJ4TL,0,0,1,5,2,1,B,SG
2.25718E+11,0033g00000989HvAAI,B08HL42YNZ,0,1,1,0,9,0,C,KH
9709436905,0033g000007vfY8AAI,B08ML1NK9R,1,0,1,0,6,0,F,SG
1.80347E+11,0033g000005Vje1AAC,B09QJ32W66,0,1,0,1,1,1,B,MY
2.37484E+11,0033g000009f5UiAAI,B08L69PG43,1,1,1,5,5,1,F,SG
1.27522E+11,0031R00002AiZ5WQAV,B0936GQPQV,0,1,1,0,9,1,B,SG
1.30727E+11,0031R00002B3n6uQAB,B07ZVS89PT,1,0,1,1,2,1,F,SG
56448237,0033g00000zUIDMAA4,B09QSLBHMR,0,1,0,8,10,1,B,SG
2.37807E+11,0033g000009fSzrAAE,B09BG94F93,0,0,0,0,1,1,E,SG
1.60913E+11,0031R00002HBwMkQAL,B08GSRPLWQ,0,0,1,4,7,1,B,MY
1.0192E+11,0031R0000238y3hQAA,B07TY33WL6,1,1,1,5,6,1,F,SG
2.77799E+11,0033g00000Fo8K3AAJ,B095XY4728,0,0,1,5,7,1,B,MY
2.19051E+11,0033g000008XaBBAA0,B09D9HMQKW,0,1,0,0,1,1,D,SG
1.60913E+11,0031R00002HBwMkQAL,B09QH3L87H,0,1,0,4,5,1,B,MY
1.30727E+11,0031R00002B3n6uQAB,B07ZVDZZQP,0,1,1,1,2,1,B,SG
8922054835,0031R00001zWiylQAC,B09321N9YH,0,0,1,5,9,1,B,PH
1.94136E+11,0033g00000860j8AAA,B09GZL6ZV1,0,1,1,0,7,1,B,SG
3.90769E+11,0033g00000xclvuAAA,B09SDBB6JV,0,1,1,2,2,1,B,ID
87885259002,0031R00001yYeJqQAK,B093S76MMZ,1,1,1,5,6,1,F,SG
1.27522E+11,0031R00002AiZ5WQAV,B0927WM3LB,0,1,1,0,6,1,B,SG
40203513105,0031R000021Asv0QAC,B096RJMC5H,0,0,1,5,9,1,B,SG
2.38912E+11,0033g000009gfagAAA,B08G479B4F,0,1,1,0,7,1,B,MY
1460859191,0033g00000uSzhzAAC,B09F9WX1DQ,0,1,1,0,6,1,B,MY
38450719002,0033600001c4N8cAAE,B07G2P7RF3,1,1,1,5,7,1,F,MY
2.77799E+11,0033g00000Fo8K3AAJ,B08QTZ6XVP,0,0,1,5,6,1,B,MY
996931271,0033g000007wNytAAE,B09HX7PN25,0,1,1,5,6,0,B,SG
70426955102,0031R00001uN6UqQAK,B08LZJHJWD,1,1,1,1,9,1,F,SG
15494079115,0033g000008YZBPAA4,B096XPDBNT,0,1,1,5,1,0,C,SG
2.80757E+11,0033g00000GApHHAA1,B09R1K3LRP,0,1,1,0,2,0,B,PH
2.37051E+11,0033g000009ecihAAA,B08TRNWH8H,0,0,0,5,8,1,D,MY
1882002441,0033g000007em8JAAQ,B09H52X9SD,1,1,1,5,7,1,F,SG
1.60913E+11,0031R00002HBwMkQAL,B09PQ96JXY,0,1,0,4,6,1,B,MY
61090433302,0033600001pmgW6AAI,B07S1XBYYB,0,1,1,5,8,0,B,SG
90497143202,0031R00001zB7lfQAC,B07W57ZPNK,0,0,1,0,8,1,C,PH
1.67664E+11,0033g000005DOUmAAO,B08KP8G3LG,1,1,1,0,8,0,F,SG
44996311902,0033600001csTcWAAU,B07T9HPM47,0,1,1,0,7,1,B,SG
3.92294E+11,0033g00000xeOmMAAU,B09MFMMTW9,0,1,1,0,7,0,C,MY
39037400702,0033600001XFqEWAA1,B07YKH2CH8,0,0,1,1,3,1,D,MY
52529719102,0031R000025wdxeQAA,B085F3J2R5,0,1,1,5,2,1,F,SG
1.0314E+11,0031R000024DfwBQAS,B07R8W17YL,0,0,1,5,10,1,B,ID
996931271,0033g000007wNytAAE,B09HX58582,0,1,0,5,4,1,B,SG
1.19105E+11,0033g000008YYDeAAO,B09MWPNLNC,1,0,0,0,9,0,E,SG
1.84096E+11,0033g000006b1HJAAY,B089YN1YNM,1,1,1,5,7,1,F,MY
41659880802,0033600001Z4z4oAAB,B07SRRD5H1,0,0,1,5,6,0,D,MY
1.01477E+11,0031R000022UUgWQAW,B082X5HHT2,1,0,1,5,9,1,F,MY
393123237,0031R00002IAPlDQAX,B08F31SZR7,0,0,1,5,6,1,B,SG
1.08123E+11,0033g00000Dl21DAAR,B09FM79PNY,1,1,1,5,7,1,F,SG
18130634005,0033g00000E4WPaAAN,B08JG56T2B,0,0,1,5,5,1,B,SG
1.20685E+11,0033g0000096qQRAAY,B08TMC1BXC,0,1,1,3,1,1,B,PH
64666887402,0033600001rzD2XAAU,B07SZ9KQP6,0,0,1,5,1,1,C,SG
41659880802,0033g00000zUqzZAAS,B07SWYFV8F,0,0,1,5,8,1,B,MY
16042764505,0033g000009h10EAAQ,B09L3Y72TK,0,0,1,5,6,1,B,SG
61912415302,0033600001qKJKtAAO,B07HDW5S7W,0,1,0,0,4,1,D,SG
1.60913E+11,0031R00002HBwMkQAL,B098BHGKG7,0,0,1,4,7,1,B,MY
51095669502,0031R00001wVPK3QAO,B07FF25FYG,0,0,1,5,7,1,B,SG
1.05543E+11,0031R000024SwlJQAS,B07S78732Z,0,0,1,5,6,1,B,SG
1.67664E+11,0033g000005DOUmAAO,B08KRP2X6Q,1,0,1,0,7,0,F,SG
11654685415,0033g000008YdMfAAK,B09GJXL4TS,0,0,1,5,7,1,B,MY
46722169502,0033600001nxhBGAAY,B08TR9M19C,0,1,1,4,9,0,B,SG
2.63067E+11,0033g00000DjbsUAAR,B08Q3GYRRP,0,1,1,3,1,1,B,KH
2.40951E+11,0033g00000Cd6lAAAR,B075T9XF3Y,1,1,1,5,8,1,F,SG
76170752702,0031R00001vfD7LQAU,B07P2GQ233,0,1,1,5,1,1,B,SG
2.43207E+11,0033g00000Ceee7AAB,B08HCWRD2V,1,1,1,5,6,1,F,SG
2.77799E+11,0033g00000Fo8K3AAJ,B092MHTZRL,0,0,1,5,7,1,B,MY
1.94739E+11,0033g0000086jf2AAA,B08HQBFRQP,0,1,1,0,1,1,C,SG
911025091,0033g000007tYrdAAE,B089VKS44X,0,0,1,5,9,1,B,SG
1460859191,0033g00000uSzhzAAC,B09F9WVGYV,0,1,1,5,8,0,B,MY
49850403302,0033600001hgA9pAAE,B09QMN1CGT,1,1,0,0,4,0,F,SG
1.80354E+11,0033g000005VjcgAAC,B0825FCX5C,0,0,1,10,5,0,B,MY
1.68483E+11,0033600000Xt55aAAB,B08N3XCJ8H,0,0,1,5,8,1,B,SG
3.17086E+11,0033g00000eRTjtAAG,B09KNWW6M6,0,1,0,5,9,1,B,SG
309984591,0033g00000sjqoXAAQ,B09BLSTFPV,0,0,1,5,9,1,B,SG
1.87753E+11,0033g000007EV39AAG,B08LCK5L3C,1,0,1,0,5,0,F,ID
2.39678E+11,0033g000009hPiUAAU,B08LL7ZBG5,0,0,1,4,7,1,D,ID
